STU_ID,X1RACE,X1SEX,X1SES,X1SCIEFF,N1COURSE,X1SCIID,X1SCIUTI,X1SCIINT,S1TEFRNDS,S1TEACTIV,S1TEPOPULAR,S1TEMAKEFUN,X1CONTROL,X1LOCALE,N1SEX,X1TSRACE,X1TSCERT,N1HIDEG,N1SCIJOB,N1ALTCERT,N1SCIYRS912,N1GROUP,N1INTEREST,N1CONCEPTS,N1TERMS,S1STCHVALUES,S1STCHRESPCT,S1STCHFAIR,S1STCHCONF,S1STCHMISTKE,X3TGPAENG,X3TGPAMAT,X3TGPASCI,COURSE_TYPE,ALTCERT,SCIJOB,X1GEN,SCH_CONTROL,N1GEN,SCH_LOCALE
17202,8.0,1.0,0.2714,0.25,1.0,-0.94,-0.89,0.16,4.0,4.0,4.0,4.0,1,2,2.0,8.0,1.0,3.0,0.0,0.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.5,2.5,3.0,Other Science,No,No,Male,Public,Female,Suburban
17203,5.0,1.0,-0.5171,-2.91,,-1.57,-0.33,0.93,1.0,1.0,1.0,1.0,1,1,,,,,,,,,,,,2.0,2.0,2.0,4.0,4.0,1.5,1.0,1.0,Other Science,Yes,Yes,Male,Public,,City
17204,8.0,1.0,0.3013,1.53,,2.15,0.23,0.53,3.0,4.0,4.0,4.0,1,2,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,3.5,2.0,2.0,Other Science,Yes,Yes,Male,Public,,Suburban
17205,8.0,2.0,0.1322,0.25,4.0,-0.33,-0.33,-1.0,3.0,3.0,4.0,4.0,1,2,2.0,8.0,3.0,4.0,0.0,0.0,2.0,1.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.5,2.0,Earth Science,No,No,Female,Public,Female,Suburban
17206,6.0,2.0,-0.0898,-0.46,16.0,-0.97,0.52,0.54,3.0,3.0,3.0,3.0,2,4,2.0,8.0,0.0,4.0,0.0,0.0,7.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,3.5,3.5,3.0,Physical Science,No,No,Female,Non-public,Female,Rural
17207,8.0,1.0,1.1594,1.83,12.0,2.15,0.71,2.03,3.0,4.0,4.0,4.0,1,2,1.0,6.0,1.0,4.0,0.0,1.0,10.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,3.5,3.0,3.0,Life Science,Yes,No,Male,Public,Male,Suburban
17208,8.0,2.0,-0.2488,-2.05,6.0,-0.33,-0.33,-1.4,3.0,3.0,4.0,4.0,1,1,2.0,8.0,1.0,4.0,0.0,1.0,18.0,1.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,1.5,Physical Science,Yes,No,Female,Public,Female,City
17209,,1.0,,,6.0,,,,,,,,1,4,1.0,8.0,1.0,4.0,1.0,1.0,4.0,1.0,3.0,4.0,4.0,,,,,,2.0,2.5,1.0,Physical Science,Yes,Yes,Male,Public,Male,Rural
17210,8.0,1.0,0.4495,0.99,,0.91,0.71,1.38,3.0,3.0,3.0,3.0,1,2,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,3.5,2.5,Other Science,Yes,Yes,Male,Public,,Suburban
17211,8.0,1.0,0.7696,0.81,6.0,0.91,-0.47,0.16,4.0,2.0,4.0,4.0,1,4,1.0,8.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.5,3.0,3.5,Physical Science,Yes,Yes,Male,Public,Male,Rural
17212,8.0,1.0,-0.0096,,,0.27,,,3.0,3.0,4.0,4.0,1,1,2.0,8.0,1.0,4.0,0.0,1.0,4.0,,,,,,,,,,3.5,3.0,3.5,Other Science,Yes,No,Male,Public,Female,City
17213,8.0,2.0,-0.6006,-0.89,4.0,-0.33,-0.33,-0.67,2.0,3.0,2.0,3.0,1,3,2.0,8.0,1.0,3.0,0.0,0.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,,,,Earth Science,No,No,Female,Public,Female,Town
17214,3.0,1.0,-0.7479,0.25,11.0,-0.33,-0.89,0.54,1.0,1.0,3.0,3.0,1,1,1.0,8.0,1.0,3.0,0.0,0.0,2.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.5,1.0,1.0,Life Science,No,No,Male,Public,Male,City
17215,2.0,1.0,,,11.0,,,,,,,,2,1,1.0,8.0,1.0,4.0,0.0,0.0,23.0,1.0,3.0,4.0,4.0,,,,,,3.0,3.0,3.5,Life Science,No,No,Male,Non-public,Male,City
17216,8.0,2.0,0.0126,-1.33,,-0.33,-0.89,-1.0,3.0,3.0,3.0,3.0,1,1,2.0,8.0,1.0,3.0,0.0,1.0,18.0,,,,,3.0,3.0,3.0,2.0,3.0,0.25,2.5,0.25,Other Science,Yes,No,Female,Public,Female,City
17218,6.0,1.0,-0.5434,1.83,11.0,0.91,1.27,0.49,3.0,3.0,3.0,3.0,1,2,2.0,3.0,1.0,4.0,0.0,1.0,13.0,1.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.5,2.5,1.5,Life Science,Yes,No,Male,Public,Female,Suburban
17219,8.0,2.0,-0.7962,-0.48,,0.91,0.1,1.26,3.0,3.0,3.0,3.0,2,3,1.0,8.0,3.0,3.0,0.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,2.0,3.5,2.0,2.0,Other Science,Yes,No,Female,Non-public,Male,Town
17220,8.0,1.0,-0.9128,-1.33,11.0,-1.57,-0.47,-1.38,4.0,4.0,4.0,4.0,1,1,2.0,8.0,0.0,4.0,0.0,1.0,2.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,Life Science,Yes,No,Male,Public,Female,City
17221,8.0,2.0,-0.5137,-0.16,20.0,0.27,0.84,0.16,3.0,3.0,3.0,3.0,1,1,2.0,8.0,1.0,4.0,0.0,0.0,10.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,Other Science,No,No,Female,Public,Female,City
17222,,2.0,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,Other Science,Yes,Yes,Female,Public,,Suburban
17223,5.0,1.0,1.02,0.25,6.0,0.91,1.27,,3.0,2.0,3.0,3.0,1,2,1.0,8.0,1.0,4.0,0.0,0.0,13.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,3.5,3.0,2.5,Physical Science,No,No,Male,Public,Male,Suburban
17224,8.0,2.0,-0.0967,0.67,,-0.33,0.1,1.38,3.0,3.0,3.0,3.0,2,2,,,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,Other Science,Yes,Yes,Female,Non-public,,Suburban
17225,8.0,1.0,0.0405,0.97,6.0,-0.33,-1.5,0.99,2.0,4.0,3.0,3.0,1,2,1.0,8.0,1.0,3.0,1.0,1.0,10.0,1.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,1.5,1.0,1.0,Physical Science,Yes,Yes,Male,Public,Male,Suburban
17226,2.0,1.0,0.6296,0.25,,0.91,0.1,0.49,3.0,3.0,3.0,3.0,1,2,2.0,6.0,1.0,4.0,1.0,0.0,8.0,,,,,2.0,2.0,2.0,2.0,2.0,3.5,4.0,4.0,Other Science,No,Yes,Male,Public,Female,Suburban
17227,6.0,1.0,-0.7799,,,1.52,0.1,1.7,3.0,3.0,3.0,4.0,1,1,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Other Science,Yes,Yes,Male,Public,,City
17228,8.0,1.0,-0.4924,1.83,,0.91,-0.04,0.22,3.0,3.0,2.0,2.0,1,2,2.0,8.0,1.0,3.0,1.0,0.0,17.0,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,Other Science,No,Yes,Male,Public,Female,Suburban
17229,8.0,1.0,-0.0474,-0.59,11.0,0.31,1.27,-0.99,1.0,1.0,1.0,1.0,1,2,2.0,8.0,1.0,4.0,0.0,0.0,13.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,2.5,2.0,2.5,Life Science,No,No,Male,Public,Female,Suburban
17230,3.0,1.0,1.1188,,11.0,0.27,-0.33,-0.67,3.0,3.0,3.0,3.0,1,1,2.0,8.0,3.0,4.0,0.0,0.0,4.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.5,Life Science,No,No,Male,Public,Female,City
17232,8.0,2.0,-0.2365,,,2.15,,,3.0,3.0,3.0,3.0,1,3,1.0,8.0,1.0,3.0,0.0,0.0,5.0,,,,,,,,,,3.5,3.0,3.5,Other Science,No,No,Female,Public,Male,Town
17233,8.0,1.0,-0.4046,-1.21,6.0,-0.33,-0.89,-1.44,1.0,2.0,3.0,3.0,1,2,2.0,8.0,1.0,4.0,0.0,1.0,4.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.5,Physical Science,Yes,No,Male,Public,Female,Suburban
17234,5.0,2.0,0.7741,1.42,4.0,0.91,-0.33,1.34,3.0,2.0,4.0,4.0,1,2,2.0,8.0,1.0,4.0,0.0,0.0,3.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.5,3.0,3.0,Earth Science,No,No,Female,Public,Female,Suburban
17235,2.0,1.0,1.105,1.83,,2.15,1.69,2.03,2.0,2.0,1.0,1.0,1,4,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,3.0,3.5,3.0,Other Science,Yes,Yes,Male,Public,,Rural
17236,8.0,2.0,-0.1941,0.37,,0.91,0.23,1.25,3.0,2.0,4.0,4.0,1,3,,,,,,,,,,,,2.0,3.0,2.0,2.0,2.0,,,,Other Science,Yes,Yes,Female,Public,,Town
17237,5.0,1.0,-0.503,-0.59,,-0.33,0.1,-0.23,3.0,3.0,2.0,3.0,1,2,,,,,,,,,,,,3.0,2.0,2.0,2.0,1.0,2.5,1.5,1.5,Other Science,Yes,Yes,Male,Public,,Suburban
17238,8.0,2.0,1.4439,1.83,11.0,-0.33,0.71,0.99,4.0,3.0,3.0,3.0,2,2,1.0,8.0,0.0,6.0,0.0,0.0,6.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,3.5,3.0,3.5,Life Science,No,No,Female,Non-public,Male,Suburban
17239,2.0,1.0,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,3.0,2.5,1.5,Other Science,Yes,Yes,Male,Public,,City
17240,5.0,1.0,-0.2125,-1.33,,-0.33,1.27,-1.0,3.0,2.0,3.0,3.0,1,1,,,,,,,,,,,,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.5,Other Science,Yes,Yes,Male,Public,,City
17241,8.0,2.0,0.6449,0.25,11.0,0.91,0.1,0.16,3.0,3.0,3.0,3.0,2,2,2.0,8.0,0.0,3.0,0.0,0.0,26.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.5,3.5,3.5,Life Science,No,No,Female,Non-public,Female,Suburban
17242,,1.0,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,1.5,1.5,1.0,Other Science,Yes,Yes,Male,Public,,Suburban
17243,,2.0,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,0.25,1.0,0.25,Other Science,Yes,Yes,Female,Public,,Suburban
17244,8.0,2.0,0.7791,-1.33,,-0.33,-0.52,-1.0,3.0,2.0,3.0,3.0,1,2,1.0,8.0,5.0,3.0,0.0,0.0,12.0,,,,,2.0,2.0,2.0,3.0,2.0,3.0,3.5,2.5,Other Science,No,No,Female,Public,Male,Suburban
17245,6.0,1.0,0.4767,-1.76,,-1.57,-0.76,-0.66,1.0,1.0,3.0,3.0,1,2,,,,,,,,,,,,1.0,1.0,1.0,3.0,2.0,2.0,1.5,1.5,Other Science,Yes,Yes,Male,Public,,Suburban
17246,6.0,2.0,-0.0239,-0.88,4.0,-0.94,-0.47,-1.44,3.0,3.0,4.0,2.0,1,3,2.0,8.0,1.0,4.0,0.0,0.0,25.0,1.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.5,Earth Science,No,No,Female,Public,Female,Town
17247,6.0,1.0,0.4466,-1.33,,0.91,-0.28,-0.67,2.0,3.0,3.0,3.0,1,4,2.0,8.0,1.0,4.0,1.0,1.0,5.0,,,,,2.0,2.0,2.0,2.0,3.0,2.5,2.0,1.0,Other Science,Yes,Yes,Male,Public,Female,Rural
17248,8.0,2.0,1.0046,0.25,11.0,0.91,,0.16,3.0,3.0,3.0,3.0,2,2,2.0,8.0,1.0,3.0,0.0,0.0,7.0,1.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.5,3.5,Life Science,No,No,Female,Non-public,Female,Suburban
17249,,1.0,,,16.0,,,,,,,,1,2,1.0,8.0,1.0,4.0,0.0,0.0,12.0,1.0,3.0,3.0,2.0,,,,,,3.5,2.5,2.5,Physical Science,No,No,Male,Public,Male,Suburban
17250,3.0,1.0,-0.4878,0.69,7.0,0.91,1.69,0.56,3.0,3.0,3.0,3.0,1,1,1.0,8.0,1.0,3.0,1.0,0.0,6.0,1.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,2.5,1.5,2.5,Physical Science,No,Yes,Male,Public,Male,City
17251,5.0,2.0,0.4611,-2.91,11.0,-1.57,-3.1,-2.59,2.0,2.0,3.0,3.0,2,1,2.0,8.0,5.0,3.0,0.0,0.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.5,3.0,3.0,Life Science,No,No,Female,Non-public,Female,City
17252,8.0,1.0,0.3747,1.42,,-0.36,0.1,0.16,4.0,4.0,4.0,4.0,2,3,1.0,8.0,1.0,3.0,0.0,1.0,26.0,,,,,2.0,1.0,1.0,1.0,1.0,1.5,1.0,2.5,Other Science,Yes,No,Male,Non-public,Male,Town
17253,8.0,2.0,-1.1739,-0.59,11.0,0.91,0.1,-0.3,2.0,2.0,3.0,4.0,1,4,2.0,8.0,1.0,5.0,0.0,1.0,5.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.5,1.5,1.5,Life Science,Yes,No,Female,Public,Female,Rural
17254,8.0,1.0,1.2607,1.83,,2.15,1.69,2.03,4.0,4.0,4.0,4.0,1,2,2.0,5.0,1.0,4.0,1.0,1.0,5.0,,,,,1.0,1.0,1.0,1.0,4.0,3.0,3.5,3.0,Other Science,Yes,Yes,Male,Public,Female,Suburban
17255,4.0,1.0,-1.5119,-0.17,7.0,-0.33,-1.5,-0.56,3.0,3.0,3.0,,1,1,1.0,8.0,5.0,4.0,0.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0,Physical Science,Yes,No,Male,Public,Male,City
17256,8.0,2.0,0.2213,-1.33,,0.27,-0.33,0.16,3.0,2.0,3.0,3.0,1,2,,,,,,,,,,,,1.0,1.0,1.0,,2.0,1.5,1.5,1.5,Other Science,Yes,Yes,Female,Public,,Suburban
17257,3.0,1.0,-0.0714,-2.06,4.0,-1.57,-3.1,-1.44,3.0,2.0,3.0,3.0,1,3,2.0,8.0,1.0,4.0,0.0,0.0,15.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.5,1.5,1.5,Earth Science,No,No,Male,Public,Female,Town
17258,8.0,1.0,-0.3194,,,0.91,,,3.0,4.0,3.0,2.0,1,2,,,,,,,,,,,,,,,,,2.5,4.0,3.0,Other Science,Yes,Yes,Male,Public,,Suburban
17259,6.0,1.0,-0.1864,,,-0.33,,,2.0,2.0,3.0,3.0,1,4,,,,,,,,,,,,,,,,,2.0,2.0,1.0,Other Science,Yes,Yes,Male,Public,,Rural
17260,5.0,1.0,1.8355,1.83,11.0,2.15,1.27,1.64,3.0,3.0,3.0,3.0,2,1,2.0,8.0,5.0,4.0,0.0,0.0,14.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.5,2.5,3.0,Life Science,No,No,Male,Non-public,Female,City
17261,8.0,2.0,0.4555,,11.0,-0.33,,,2.0,2.0,4.0,4.0,1,2,2.0,8.0,1.0,4.0,0.0,0.0,18.0,1.0,4.0,4.0,3.0,,,,,,2.5,1.0,1.0,Life Science,No,No,Female,Public,Female,Suburban
17262,5.0,1.0,-1.4244,,6.0,0.27,,,2.0,2.0,3.0,3.0,1,1,2.0,5.0,1.0,3.0,0.0,1.0,6.0,1.0,2.0,4.0,2.0,,,,,,1.0,1.0,0.5,Physical Science,Yes,No,Male,Public,Female,City
17263,8.0,1.0,0.679,,,0.27,,,2.0,2.0,4.0,4.0,2,1,,,,,,,,,,,,,,,,,3.0,3.0,3.5,Other Science,Yes,Yes,Male,Non-public,,City
17264,5.0,2.0,-0.3552,,4.0,-1.57,,,1.0,1.0,3.0,3.0,1,4,2.0,8.0,1.0,3.0,0.0,1.0,13.0,1.0,4.0,4.0,4.0,,,,,,2.0,2.0,2.5,Earth Science,Yes,No,Female,Public,Female,Rural
17265,2.0,1.0,1.3994,1.53,4.0,0.91,0.28,-1.07,3.0,3.0,3.0,1.0,1,2,1.0,8.0,1.0,4.0,1.0,1.0,26.0,1.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,Earth Science,Yes,Yes,Male,Public,Male,Suburban
17266,3.0,1.0,-0.8371,0.25,,-0.33,-0.89,0.16,2.0,2.0,3.0,3.0,1,1,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.5,0.25,1.0,Other Science,Yes,Yes,Male,Public,,City
17267,3.0,2.0,2.5135,0.69,,0.94,0.66,-1.0,3.0,3.0,3.0,4.0,1,1,2.0,5.0,1.0,3.0,0.0,0.0,2.0,,,,,3.0,3.0,3.0,1.0,3.0,,,,Other Science,No,No,Female,Public,Female,City
17269,6.0,1.0,-0.387,0.25,11.0,-0.33,0.71,0.49,3.0,3.0,3.0,3.0,1,4,1.0,8.0,1.0,3.0,0.0,0.0,10.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,3.5,3.5,Life Science,No,No,Male,Public,Male,Rural
17270,,2.0,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,3.0,2.5,2.0,Other Science,Yes,Yes,Female,Public,,Suburban
17271,8.0,1.0,0.2817,1.83,11.0,2.15,1.69,1.31,3.0,4.0,4.0,4.0,1,2,2.0,8.0,1.0,3.0,0.0,1.0,7.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,3.5,3.5,3.5,Life Science,Yes,No,Male,Public,Female,Suburban
17272,3.0,1.0,0.2955,-0.59,,0.27,-0.33,0.09,3.0,3.0,3.0,3.0,1,4,,,,,,,,,,,,3.0,2.0,2.0,2.0,2.0,1.5,2.0,1.0,Other Science,Yes,Yes,Male,Public,,Rural
17273,8.0,1.0,-0.9952,-1.33,,-0.97,-1.45,-1.89,3.0,3.0,3.0,3.0,2,2,,,,,,,,,,,,2.0,2.0,2.0,2.0,3.0,,,,Other Science,Yes,Yes,Male,Non-public,,Suburban
17274,8.0,1.0,-0.1431,-1.3,6.0,0.27,-0.89,0.86,3.0,2.0,3.0,,1,2,1.0,8.0,3.0,4.0,0.0,0.0,1.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.5,1.0,Physical Science,No,No,Male,Public,Male,Suburban
17276,3.0,2.0,0.4445,-0.89,11.0,-0.33,,0.16,4.0,4.0,4.0,4.0,2,1,2.0,8.0,3.0,3.0,0.0,0.0,15.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.5,3.0,2.5,Life Science,No,No,Female,Non-public,Female,City
17277,8.0,2.0,-0.5749,,,-0.33,,,3.0,3.0,4.0,4.0,1,3,2.0,8.0,1.0,4.0,1.0,1.0,6.0,,,,,,,,,,4.0,3.5,3.5,Other Science,Yes,Yes,Female,Public,Female,Town
17278,8.0,2.0,-0.5402,-0.05,,0.27,0.71,0.54,2.0,2.0,3.0,4.0,1,3,,,,,,,,,,,,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,Other Science,Yes,Yes,Female,Public,,Town
17279,8.0,2.0,0.0949,-0.05,18.0,-0.33,-0.33,0.16,3.0,1.0,3.0,3.0,1,2,2.0,8.0,1.0,3.0,1.0,0.0,10.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.5,2.0,2.5,Other Science,No,Yes,Female,Public,Female,Suburban
17280,,1.0,,,11.0,,,,,,,,2,1,1.0,8.0,1.0,3.0,0.0,0.0,16.0,2.0,4.0,4.0,4.0,,,,,,3.0,3.0,3.0,Life Science,No,No,Male,Non-public,Male,City
17281,8.0,2.0,0.758,-2.91,,-1.57,-1.45,-2.59,3.0,3.0,3.0,3.0,1,4,2.0,8.0,1.0,3.0,0.0,1.0,1.0,,,,,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,Other Science,Yes,No,Female,Public,Female,Rural
17283,8.0,1.0,1.2984,,,-1.57,,,3.0,3.0,3.0,3.0,1,4,,,,,,,,,,,,,,,,,3.5,4.0,4.0,Other Science,Yes,Yes,Male,Public,,Rural
17284,8.0,2.0,0.0027,-1.43,6.0,1.52,-0.76,,3.0,2.0,3.0,3.0,1,4,2.0,8.0,1.0,3.0,0.0,0.0,11.0,1.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,Physical Science,No,No,Female,Public,Female,Rural
17285,6.0,1.0,-1.3184,-0.48,5.0,-1.57,-0.47,0.63,3.0,3.0,3.0,4.0,1,4,2.0,8.0,1.0,3.0,0.0,0.0,1.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Earth Science,No,No,Male,Public,Female,Rural
17286,6.0,1.0,1.0892,-0.16,,0.27,0.1,0.49,3.0,3.0,3.0,3.0,2,1,1.0,8.0,1.0,4.0,1.0,1.0,10.0,,,,,2.0,3.0,3.0,2.0,3.0,3.0,2.5,3.0,Other Science,Yes,Yes,Male,Non-public,Male,City
17287,8.0,2.0,-0.2903,1.83,6.0,-0.33,0.1,0.54,3.0,3.0,4.0,4.0,1,4,1.0,8.0,1.0,4.0,0.0,0.0,5.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.5,2.5,4.0,Physical Science,No,No,Female,Public,Male,Rural
17288,8.0,2.0,0.4884,0.25,,0.91,1.27,0.88,3.0,3.0,3.0,3.0,1,2,1.0,8.0,1.0,4.0,0.0,0.0,9.0,,,,,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,Other Science,No,No,Female,Public,Male,Suburban
17289,8.0,2.0,-0.7077,,,-1.57,,,3.0,3.0,4.0,4.0,1,4,1.0,8.0,1.0,4.0,0.0,0.0,15.0,,,,,,,,,,3.5,2.0,2.5,Other Science,No,No,Female,Public,Male,Rural
17290,5.0,1.0,-0.7437,-0.48,11.0,-0.33,0.1,-0.23,3.0,3.0,3.0,3.0,1,3,1.0,8.0,1.0,6.0,0.0,0.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,Life Science,No,No,Male,Public,Male,Town
17291,8.0,1.0,-0.4042,-1.33,11.0,-1.57,1.27,-1.05,2.0,2.0,3.0,2.0,1,1,2.0,8.0,1.0,3.0,0.0,0.0,7.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,0.5,Life Science,No,No,Male,Public,Female,City
17292,3.0,2.0,-0.3711,1.83,,2.15,1.27,1.64,4.0,4.0,4.0,4.0,1,4,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.5,2.0,2.0,Other Science,Yes,Yes,Female,Public,,Rural
17293,,1.0,,,6.0,,,,,,,,1,2,2.0,8.0,1.0,4.0,1.0,0.0,6.0,1.0,2.0,4.0,3.0,,,,,,,,,Physical Science,No,Yes,Male,Public,Female,Suburban
17294,8.0,1.0,0.0478,,6.0,0.27,,,3.0,3.0,3.0,3.0,1,3,2.0,8.0,1.0,3.0,0.0,0.0,3.0,1.0,4.0,4.0,4.0,,,,,,2.5,2.0,3.0,Physical Science,No,No,Male,Public,Female,Town
17295,2.0,1.0,0.0879,1.1,,-0.33,1.27,-0.23,2.0,2.0,3.0,3.0,1,3,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.5,3.0,2.5,Other Science,Yes,Yes,Male,Public,,Town
17296,6.0,2.0,0.6335,-0.05,,0.91,0.1,1.25,2.0,2.0,4.0,3.0,1,4,1.0,8.0,1.0,3.0,0.0,1.0,8.0,,,,,2.0,2.0,1.0,1.0,2.0,2.0,1.5,2.0,Other Science,Yes,No,Female,Public,Male,Rural
17297,8.0,1.0,-0.4321,-2.49,,-1.57,-1.03,-0.28,2.0,2.0,3.0,4.0,1,4,2.0,8.0,1.0,4.0,0.0,0.0,6.0,,,,,2.0,1.0,1.0,1.0,4.0,3.0,3.5,2.5,Other Science,No,No,Male,Public,Female,Rural
17298,3.0,2.0,-0.2214,1.22,,2.15,1.69,0.99,4.0,4.0,4.0,4.0,1,2,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,Other Science,Yes,Yes,Female,Public,,Suburban
17299,,2.0,,,6.0,,,,,,,,1,1,1.0,8.0,1.0,4.0,0.0,0.0,9.0,1.0,4.0,4.0,4.0,,,,,,3.0,2.5,3.0,Physical Science,No,No,Female,Public,Male,City
17300,,1.0,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,2.5,2.0,2.0,Other Science,Yes,Yes,Male,Public,,Town
17301,8.0,2.0,0.4807,,20.0,0.91,,,4.0,3.0,3.0,4.0,1,2,1.0,8.0,1.0,4.0,0.0,1.0,13.0,1.0,4.0,2.0,2.0,,,,,,4.0,4.0,4.0,Other Science,Yes,No,Female,Public,Male,Suburban
17302,8.0,2.0,-0.2992,,,-0.33,,,3.0,3.0,3.0,3.0,1,3,,,,,,,,,,,,,,,,,3.0,2.5,2.0,Other Science,Yes,Yes,Female,Public,,Town
17304,8.0,1.0,1.3025,-0.46,11.0,-0.94,-0.47,0.54,3.0,3.0,3.0,3.0,2,1,2.0,8.0,1.0,3.0,1.0,0.0,26.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,3.5,Life Science,No,Yes,Male,Non-public,Female,City
17305,5.0,1.0,-1.4268,1.53,11.0,1.52,1.69,0.86,4.0,4.0,4.0,4.0,1,1,1.0,8.0,3.0,3.0,1.0,0.0,10.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,2.5,1.5,2.5,Life Science,No,Yes,Male,Public,Male,City
17306,8.0,1.0,1.1568,-0.05,3.0,-0.33,0.1,0.54,2.0,2.0,3.0,3.0,2,2,2.0,3.0,0.0,3.0,1.0,0.0,9.0,1.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.5,3.0,Earth Science,No,Yes,Male,Non-public,Female,Suburban
17307,8.0,1.0,-0.2684,-0.05,,0.91,-0.47,0.54,2.0,3.0,3.0,2.0,1,3,1.0,8.0,1.0,4.0,1.0,0.0,4.0,,,,,2.0,3.0,4.0,2.0,3.0,1.5,1.5,2.0,Other Science,No,Yes,Male,Public,Male,Town
17308,3.0,1.0,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,2.5,3.0,3.0,Other Science,Yes,Yes,Male,Non-public,,Suburban
